,Unnamed: 0,permutations,route,distances
183,183,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",24TH -> POWL,3.673
184,184,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",24TH -> RICH,21.307
185,185,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",24TH -> ROCK,17.906
186,186,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",24TH -> SBRN,12.77
187,187,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",24TH -> SFIA,15.364
188,188,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",24TH -> SANL,22.905
189,189,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",24TH -> SHAY,34.406
190,190,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",24TH -> SSAN,10.081
191,191,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",24TH -> UCTY,39.641999999999996
192,192,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",24TH -> WCRK,35.223
193,193,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",24TH -> WARM,50.582
194,194,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",24TH -> WDUB,43.532
195,195,"(array(['24TH', '37.752470', '-122.418143'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",24TH -> WOAK,12.294
196,196,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",ANTC -> 12TH,48.119
197,197,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",ANTC -> 16TH,61.744
198,198,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",ANTC -> 19TH,47.669
199,199,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",ANTC -> 24TH,62.221000000000004
200,200,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",ANTC -> ASHB,45.832
201,201,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",ANTC -> BALB,66.079
202,202,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",ANTC -> BAYF,45.05
203,203,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",ANTC -> BERY,70.28
204,204,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",ANTC -> CAST,42.701
205,205,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",ANTC -> CIVC,60.629
206,206,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",ANTC -> COLS,45.422
207,207,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",ANTC -> COLM,69.51
208,208,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",ANTC -> CONC,21.951
209,209,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",ANTC -> DALY,68.564
210,210,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",ANTC -> DBRK,45.036
211,211,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",ANTC -> DUBL,34.321
212,212,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",ANTC -> DELN,47.723
213,213,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",ANTC -> PLZA,46.67
214,214,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",ANTC -> EMBR,58.67100000000001
215,215,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",ANTC -> FRMT,51.715
216,216,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",ANTC -> FTVL,46.074
217,217,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",ANTC -> GLEN,64.421
218,218,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",ANTC -> HAYW,45.176
219,219,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",ANTC -> LAFY,32.289
220,220,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",ANTC -> LAKE,47.968
221,221,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",ANTC -> MCAR,46.576
222,222,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",ANTC -> MLBR,69.128
223,223,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",ANTC -> MLPT,65.859
224,224,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",ANTC -> MONT,59.148999999999994
225,225,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",ANTC -> NBRK,46.187
226,226,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",ANTC -> NCON,21.441999999999997
227,227,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",ANTC -> OAKL,49.262
228,228,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",ANTC -> ORIN,37.735
229,229,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",ANTC -> PITT,14.685
230,230,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",ANTC -> PCTR,9.86
231,231,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",ANTC -> PHIL,25.309
232,232,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",ANTC -> POWL,59.923
233,233,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",ANTC -> RICH,50.68
234,234,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",ANTC -> ROCK,44.63
235,235,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",ANTC -> SBRN,68.642
236,236,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",ANTC -> SFIA,68.419
237,237,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",ANTC -> SANL,45.216
238,238,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",ANTC -> SHAY,46.983999999999995
239,239,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",ANTC -> SSAN,69.01100000000001
240,240,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",ANTC -> UCTY,49.646
241,241,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",ANTC -> WCRK,27.115
242,242,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",ANTC -> WARM,56.658
243,243,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",ANTC -> WDUB,35.382
244,244,"(array(['ANTC', '37.995388', '-121.780420'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",ANTC -> WOAK,49.94
245,245,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",ASHB -> 12TH,5.46
246,246,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",ASHB -> 16TH,16.389
247,247,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",ASHB -> 19TH,4.95
248,248,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",ASHB -> 24TH,17.158
249,249,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",ASHB -> ANTC,45.832
250,250,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",ASHB -> BALB,21.379
251,251,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",ASHB -> BAYF,21.463
252,252,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",ASHB -> BERY,64.207
253,253,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",ASHB -> CAST,24.864
254,254,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",ASHB -> CIVC,15.055
255,255,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",ASHB -> COLS,12.777000000000001
256,256,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",ASHB -> COLM,25.464000000000002
257,257,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",ASHB -> CONC,25.081999999999997
258,258,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",ASHB -> DALY,23.941999999999997
259,259,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",ASHB -> DBRK,1.933
260,260,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",ASHB -> DUBL,36.713
261,261,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",ASHB -> DELN,9.033
262,262,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",ASHB -> PLZA,6.098
263,263,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",ASHB -> EMBR,13.005
264,264,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",ASHB -> FRMT,41.818999999999996
265,265,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",ASHB -> FTVL,9.572000000000001
266,266,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",ASHB -> GLEN,19.625999999999998
267,267,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",ASHB -> HAYW,25.978
268,268,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",ASHB -> LAFY,13.547
269,269,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",ASHB -> LAKE,6.224
270,270,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",ASHB -> MCAR,2.656
271,271,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",ASHB -> MLBR,29.929000000000002
272,272,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",ASHB -> MLPT,59.523
273,273,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",ASHB -> MONT,13.51
274,274,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",ASHB -> NBRK,2.633
275,275,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",ASHB -> NCON,27.288
276,276,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",ASHB -> OAKL,16.349
277,277,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",ASHB -> ORIN,8.097999999999999
278,278,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",ASHB -> PITT,33.995
279,279,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",ASHB -> PCTR,38.086
280,280,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",ASHB -> PHIL,20.605
281,281,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",ASHB -> POWL,14.315999999999999
282,282,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",ASHB -> RICH,11.864
283,283,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",ASHB -> ROCK,1.874
284,284,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",ASHB -> SBRN,27.179000000000002
285,285,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",ASHB -> SFIA,28.48
286,286,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",ASHB -> SANL,17.45
287,287,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",ASHB -> SHAY,30.698
288,288,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",ASHB -> SSAN,25.976999999999997
289,289,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",ASHB -> UCTY,36.698
290,290,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",ASHB -> WCRK,18.738
291,291,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",ASHB -> WARM,48.71
292,292,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",ASHB -> WDUB,34.566
293,293,"(array(['ASHB', '37.852803', '-122.270062'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",ASHB -> WOAK,5.773
294,294,"(array(['BALB', '37.721585', '-122.447506'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",BALB -> 12TH,17.993
295,295,"(array(['BALB', '37.721585', '-122.447506'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",BALB -> 16TH,5.4239999999999995
296,296,"(array(['BALB', '37.721585', '-122.447506'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",BALB -> 19TH,18.47
297,297,"(array(['BALB', '37.721585', '-122.447506'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",BALB -> 24TH,4.301
298,298,"(array(['BALB', '37.721585', '-122.447506'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",BALB -> ANTC,66.079
